SCMG 712 (Driver) & SCMH 713 (Passenger) ,,,,,,
712-01-01,**xx,xxxx,xxxx,Delta Barometric Pressure,,
712-01-01,xx**,xxxx,xxxx,Delta Ambient Pressure,,
712-01-01,xxxx,*xxx,xxxx,"IPA Switch Type (analog/digital), CGEA Version, # of Bladders",,
,,,,"0=Analog, 1.1 or 1.2, 11 bladders","8=Digital, 1.1 or 1.2, 11 bladders",
,,,,"1=Analog, 1.1 or 1.2, 7 bladders","9=Digital, 1.1 or 1.2, 7 bladders",
,,,,"2=Analog, 1.2 or 1.2, 3 bladders","A=Digital, 1.1 or 1.2, 3 bladders",
,,,,"4=Analog, 1.3, 11 bladders","C=Digital, 1.3, 11 bladders",
,,,,"5=Analog, 1.3, 7 bladders","D=Digital, 1.3, 7 bladders",
,,,,"6=Analog, 1.3, 3 bladders","E=Digital, 1.3, 3 bladders",
712-01-01,xxxx,x*xx,xxxx,"Transmission Type (manual/auto), FET Protection (enabled/disabled)",,
,,,,"0=Auto, FET Protection enabled","4=Manual, FET Protection enabled",
,,,,"1=Auto, FET Protecton disabled","5=Maual, FET Protection disabled",
712-01-01,xxxx,xx**,xxxx,Stuck Switch DTC setting time,,
712-01-01,xxxx,xxxx,**xx,Maximum Pump Operating Time,,
712-01-02,**xx,xxxx,,,,
712-01-02,xx**,**xx,,Massage Time Before Moving to Next One,,
712-02-01,****,xxxx,xx,Memory Reset Time,,
712-02-01,xxxx,****,xx,Maximum Rebuild Time,,
712-03-01,*xxx,xxxx,xx,"Factory Default Lumbar Massage Intensity: 1=off, 2=low, 3=high",,
712-03-01,x*xx,xxxx,xx,"Factory Default Cushion Massage Intensity: 1=off, 2=low, 3=high",,
712-03-01,xx**,xxxx,xx,Factory Default Top Lumbar Pressure,,
712-03-01,xxxx,**xx,xx,Factory Default Middle Lumbar Pressure,,
712-03-01,xxxx,xx**,xx,Factory Default Bottom Lumbar Pressure,,
712-04-01,**xx,xxxx,xx,Factory Default Right Bottom Bolster Pressure,,
712-04-01,xx**,xxxx,xx,Factory Default Left Bottom Bolster Pressure,,
712-04-01,xxxx,**xx,xx,Factory Default Right Side Bolster Pressure,,
712-04-01,xxxx,xx**,xx,Factory Default Left Side Bolster Pressure,,
712-05-01,**xx,xxxx,xxxx,Maximum Pressure for Top Lumbar,,
712-05-01,xx**,xxxx,xxxx,Maximum Pressure for Middle Lumbar,,
712-05-01,xxxx,**xx,xxxx,Maximum Pressure for Bottom Lumbar,,
712-05-01,xxxx,xx**,xxxx,Maximum Pressure for Right Bottom Bolster,,
712-05-01,xxxx,xxxx,**xx,Maximum Pressure for Left Bottom Bolster,,
712-05-02,**xx,xx,,Maximum Pressure for Right Side Bolster,,
712-05-02,xx**,xx,,Maximum Pressure for Left Side Bolster,,
712-06-01,**xx,xxxx,xxxx,Lower Lumbar Target Pressure,Lumbar Massage Target Values                                    (Low Intensity Massage),
712-06-01,xx**,xxxx,xxxx,Lower Lumbar Deflate Threshold,,
712-06-01,xxxx,**xx,xxxx,Middle Lumbar Target Pressure,,
712-06-01,xxxx,xx**,xxxx,Middle Lumbar Deflate Threshold,,
712-06-01,xxxx,xxxx,**xx,Top Lumbar Target Pressure,,
712-06-02,****,xx,,Lumbar Massage Duration (minutes in hex),,
712-07-01,**xx,xxxx,xxxx,Lower Lumbar Target Pressure,Lumbar Massage Target Values                                    (High Intensity Massage),
712-07-01,xx**,xxxx,xxxx,Lower Lumbar Deflate Threshold,,
712-07-01,xxxx,**xx,xxxx,Middle Lumbar Target Pressure,,
712-07-01,xxxx,xx**,xxxx,Middle Lumbar Deflate Threshold,,
712-07-01,xxxx,xxxx,**xx,Top Lumbar Target Pressure,,
712-07-02,****,xx,,Lumbar Massage Duration (minutes in hex),,
712-08-01,**xx,xxxx,xxxx,Seat Cushion 1 Target Pressure,Active Motion Massage Target Values                                    (Low Intensity Massage),
712-08-01,xx**,xxxx,xxxx,Seat Cushion 1 Deflate Threshold,,
712-08-01,xxxx,**xx,xxxx,Seat Cushion 2 Target Pressure,,
712-08-01,xxxx,xx**,xxxx,Seat Cushion 2 Deflate Threshold,,
712-08-01,xxxx,xxxx,**xx,Seat Cushion 3 Target Pressure,,
712-08-02,**xx,xxxx,xx,Seat Cushion 3 Deflate Threshold,,
712-08-02,xx**,xxxx,xx,Seat Cushion 4 Target Pressure,,
712-08-02,xxxx,****,xx,Seat Cushion Massage Duration (minutes in hex),,
712-09-01,**xx,xxxx,xxxx,Seat Cushion 1 Target Pressure,Active Motion Massage Target Values                                    (High Intensity Massage),
712-09-01,xx**,xxxx,xxxx,Seat Cushion 1 Deflate Threshold,,
712-09-01,xxxx,**xx,xxxx,Seat Cushion 2 Target Pressure,,
712-09-01,xxxx,xx**,xxxx,Seat Cushion 2 Deflate Threshold,,
712-09-01,xxxx,xxxx,**xx,Seat Cushion 3 Target Pressure,,
712-09-02,**xx,xxxx,xx,Seat Cushion 3 Deflate Threshold,,
712-09-02,xx**,xxxx,xx,Seat Cushion 4 Target Pressure,,
712-09-02,xxxx,****,xx,Seat Cushion Massage Duration (minutes in hex),,
712-10-01,****,xxxx,xxxx,Maximum Cushion Massage Time,,
712-10-01,xxxx,****,xxxx,Maximum Lumbar Massage Time,,
712-10-01,xxxx,xxxx,**xx,HMI Button Bladder Pressure Percent Change,,
712-10-02,****,xxxx,xx,HMI Button Hold Time,,
712-10-02,xxxx,**xx,xx,Recovery Time to NORM V from UNDER V,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
