SYNC 3,,,,,,,,,,,,,,,,,,,,,,,,
7D0-01-01,AA2A,0503,24D9,Heated Steering Wheel enabled in climate screen,,,,,,,,,,,,,,,,,,,,
7D0-01-01,AA2A,0503,20D5,Heated Steering Wheel disabled in climate screen,,,,,,,,,,,,,,,,,,,,
7D0-01-01,AA2A,0503,26DB,Heated & Cooled Seats enabled - home screen & climate screen,Sync 3,,,,,,,,,,,,,,,,,,,
7D0-01-01,AA2A,0503,06BB,Heated & Cooled Seats & HSW enabled - home screen & climate screen,Sync 3,,,,,,,,,,,,,,,,,,,
7D0-01-01,AA2A,0503,27DC,Heated Seats enabled - home screen & climate screen,,,,,,,,,,,,,,,,,,,,
7D0-01-01,AA2A,0503,25DA,Cooled Seats enabled - home screen & climate screen,,,,,,,,,,,,,,,,,,,,
7D0-01-01,AA2A,0503,23D8,Heated Seats enabled - home screen & climate screen,,,,,,,,,,,,,,,,,,,,
7D0-01-01,AA2A,0503,21D6,Cooled Seats enabled - home screen & climate screen,,,,,,,,,,,,,,,,,,,,
7D0-01-01,AA2A,0503,22D7,Heated & Cooled Seats enabled - home screen & climate screen,,,,,,,,,,,,,,,,,,,,
7D0-01-01,2xxx,xxxx,xxxx,Sony Sound Processor disabled,DanMc85's findings,,,,,,,,,,,,,,,,,,,
7D0-01-01,2A2A,0406,0037,Climate menu at bottom disabled,This is what a 2016 XLT Sync3 has,,,,,,,,,,,,,,,,,,,
7D0-01-01,2A2A,0403,0034,Climate menu at bottom enabled,also need 7D0-01-02 02A9 0204 8A15 (climate & nav) or,,,,,,,,,,,,,,,,,,,
7D0-01-01,2A2A,0403,2357,Climate menu & heated seats icons enabled on home screen,"7D0-01-02 0089 0204 82EB (climate, no nav)",,,,,,,,,,,,,,,,,,,
7D0-01-01,AA2A,0903,24DD,"no speaker fade option under Settings, Sound",Observed through testing on 6/30/16,,,,,,,,,,,,,,,,,,,
7D0-01-01,AAAA,0503,2459,stereo won't turn on without start/accessory button being pushed.  Sync 2 users: put this to AA2A to enable stereo to be turned on,Observed through testing on 7/4/16,,,,,,,,,,,,,,,,,,,
7D0-01-01,AA4A,0503,24F9,stereo timeout duration of 40 mins without accessories on,Observed through testing on 7/7/16 with Livoniabob,,,,,,,,,,,,,,,,,,,
7D0-01-01,AA6A,0503,2419,stereo timeout duration of 60 mins without accessories on,,,,,,,,,,,,,,,,,,,,
7D0-01-01,*xxx,xxxx,xxxx,"Removes Sirius from audio sources (decrement your value where the asterisk is by 2; if you have an ""A"" make it ""8"", if you have ""2"" make it ""0"")",jm061's findings 8-24-16,,,,,,,,,,,,,,,,,,,
7D0-01-02,028B,0204,8BF8,NAV enabled,,,,,,,,,,,,,,,,,,,,
7D0-01-02,008B,0204,8BF6,NAV disabled,,,,,,,,,,,,,,,,,,,,
7D0-01-02,828B,0204,8BF6,Lincoln splash screen at boot on Sync 3,Observed through testing on 6/19/16,Pic,,,,,,,,,,,,,,,,,,
7D0-01-02,018B,0204,8BF7,"NAV icon absent, compass appeared home screen",Observed through testing on 6/5/16,,,,,,,,,,,,,,,,,,,
7D0-01-02,008B,0204,8BF6,"NAV icon absent, compass appeared home screen",,,,,,,,,,,,,,,,,,,,
7D0-01-02,0289,0204,8BF6,Ambient Lighting icon absent,,,,,,,,,,,,,,,,,,,,
7D0-01-02,02A9,0204,8A15,Ambient Lighting & Multi-Contour Seats icon absent,,,,,,,,,,,,,,,,,,,,
7D0-01-02,028B,0204,8AF7,Multi-Contour Seats icon absent,,,,,,,,,,,,,,,,,,,,
7D0-01-02,028B,0204,82EF,Multi-Contour Seats & Sirius Travel Link absent,,,,,,,,,,,,,,,,,,,,
7D0-01-02,028B,0204,84F1,Multi-Contour Seats & Sirius Travel Link absent,,,,,,,,,,,,,,,,,,,,
7D0-01-02,028B,0204,83F0,Sirius Travel Link absent,,,,,,,,,,,,,,,,,,,,
7D0-01-02,028B,0204,81EE,Sirius Travel Link absent,,,,,,,,,,,,,,,,,,,,
7D0-01-02,028B,0204,85F2,Sirius Travel Link absent,,,,,,,,,,,,,,,,,,,,
7D0-02-01,5553,0103,F47A,,,,,,,,,,,,,,,,,,,,,
7D0-02-01,5553,0103,F379,no 360 degree camera views (reverse cameras work),Observed through testing on 6/29/16,,,,,,,,,,,,,,,,,,,
7D0-02-01,5553,0103,048A,Warning Chimes & Info Chimes options show up under Vehicle Icon but are non-functional,Observed through testing on 6/3016,,,,,,,,,,,,,,,,,,,
7D0-02-01,5553,0103,F77D,Traction Control & Hill Start Assist options show up under Vehicle icon but are non-functional,,,,,,,,,,,,,,,,,,,,
7D0-02-01,5553,0103,FA80,Hill Start Assist option shows up under Vehicle icon but is non-functional,,,,,,,,,,,,,,,,,,,,
7D0-02-01,5553,0103,F57B,Traction Control option shows up under Vehicle icon but is non-functional,,,,,,,,,,,,,,,,,,,,
7D0-02-01,5753,0103,F47C,911 Assist Icon absent,,,,,,,,,,,,,,,,,,,,
7D0-02-01,xxxx,x7xx,xxxx,GT350 boot screen animation ** Sync 3 only **,Observed through testing on 10/19/16,Picture,,,,,,,,,,,,,,,,,,
7D0-02-01,xxxx,x9xx,xxxx,GT350 boot screen animation ** Sync 3 only **,,Picture,,,,,,,,,,,,,,,,,,
7D0-02-01,xxxx,x5xx,xxxx,RaptorSVT boot screen animation ** Sync 3 only **,,Picture,,,,,,,,,,,,,,,,,,
7D0-02-01,xxxx,x6xx,xxxx,Mustang boot screen animation ** Sync 3 only **,,Picture,,,,,,,,,,,,,,,,,,
7D0-02-01,xxxx,x4xx,xxxx,Licoln Presidential boot screen animation ** Sync 3 only **,,Picture,,,,,,,,,,,,,,,,,,
7D0-02-01,xxxx,x8xx,xxxx,Vignale boot screen animation ** Sync 3 only **,,,,,,,,,,,,,,,,,,,,
7D0-02-02,0202,8000,005F,,,,,,,,,,,,,,,,,,,,,
7D0-02-02,xxxx,x0xx,xxxx,Line in present (Sync 2),jm061's findings 8-27-16,,,,,,,,,,,,,,,,,,,
7D0-02-02,xxxx,x8xx,xxxx,Line in absent (Sync 2),,,,,,,,,,,,,,,,,,,,
7D0-02-02,1212,8000,006F,Rain Sensor option shows up under Vehicle icon but is non-functional,Observed through testing on 7/4/16,,,,,,,,,,,,,,,,,,,
7D0-02-02,1212,9000,00B1,"Onboard Modem Serial Number (ESN) shows up under settings, Vehicle",Observed through testing on 7/5/16,,,,,,,,,,,,,,,,,,,
7D0-02-02,xxxx,4000,xxxx,"Quantum Logic Surround & Play Revel Experience show under settings, Audio",,,,,,,,,,,,,,,,,,,,
7D0-02-02,xxxx,5000,xxxx,"Quantum Logic Surround & Play Revel Experience show under settings, Audio & Onboard Modem Serial Number (ESN) shows up under settings, Vehicle",,,,,,,,,,,,,,,,,,,,
7D0-02-02,020F,8000,006C,"Hazard Spot Warning selection appears under NAV settings, NAV preferences & MyKey selection appears under Settings, Vehicle",Observed through testing on 7/6/16,,,,,,,,,,,,,,,,,,,
7D0-02-02,0204,8000,0061,"MyKey selection appears under Settings, Vehicle",,,,,,,,,,,,,,,,,,,,
7D0-02-02,0208,8000,0065,"Hazard Spot Warning selection appears under NAV settings, NAV preferences",,,,,,,,,,,,,,,,,,,,
7D0-02-02,F202,8000,004F,"under Settings, Vehicle: Info/Warning chimes are selectable on/off but non-functional.  Also a 3rd screen appears under Settings with a Message Center icon",,,,,,,,,,,,,,,,,,,,
7D0-02-03,0000,DC,,,,,,,,,,,,,,,,,,,,,,
7D0-02-03,0005,E1,,changed NAV destination home screen choices somewhat,Observed through testing on 6/19/16,picture,,,,,,,,,,,,,,,,,,
7D0-03-01,0000,0103,00DF,,,,,,,,,,,,,,,,,,,,,
7D0-03-01,xxxx,x2xx,xxxx,Lincoln brown theme (Sync 3) ** must also set 7D0-01-02 8xxx xxxx xxxx,Observed through testing on 10/20/16,picture1,,,,,,,,,,,,,,,,,,
,,,,,,picture2,,,,,,,,,,,,,,,,,,
7D0-03-01,0000,0002,00DD,"Changes highlighted menu choice to different colors (Audio, Climate, Phone, Nav, Apps, Settings) from the standard blue",Observed through testing on 6/7/16,picture,,,,,,,,,,,,,,,,,,
7D0-04-01,0100,0000,00DD,Climate Quadrant enabled (only Sync 2),,,,,,,,,,,,,,,,,,,,
7D0-04-01,0100,0001,00DE,Climate Quadrant disabled (only Sync 2),,,,,,,,,,,,,,,,,,,,
7D0-04-02,0008,E5,,,,,,,,,,,,,,,,,,,,,,
7D0-05-01,1A68,1A68,3819,,,,,,,,,,,,,,,,,,,,,
7D0-05-02,A482,,,,,,,,,,,,,,,,,,,,,,,
7D0-06-01,805E,,,,,,,,,,,,,,,,,,,,,,,
7D0-07-01,4600,3300,0058,,,,,,,,,,,,,,,,,,,,,
7D0-07-02,0000,029A,007C,,,,,,,,,,,,,,,,,,,,,
7D0-07-03,0056,5692,001F,,,,,,,,,,,,,,,,,,,,,
7D0-07-04,C8AA,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
